"IDcountry","(Intercept)","ST28Q012","ST28Q013","ST28Q014","ST28Q015","ST28Q016","ST27Q032","ST27Q033","ST27Q034","ST37Q052","ST37Q053","ST37Q054","ST13Q012","ST13Q013","ST13Q014","ST13Q015","ST37Q022","ST37Q023","ST37Q024","ST26Q062","ST17Q012","ST17Q013","ST17Q014","ST17Q015","IC01Q042","IC01Q043","ST27Q042","ST27Q043","ST27Q044","IC01Q092","IC01Q093","ST62Q192","ST62Q193","ST62Q194","ST62Q195","ST42Q022","ST42Q023","ST42Q024","ST26Q042","ST37Q012","ST37Q013","ST37Q014","ST37Q032","ST37Q033","ST37Q034","ST62Q062","ST62Q063","ST62Q064","ST62Q065","ST43Q062","ST43Q063","ST43Q064","ST07Q012","ST07Q013","ST05Q012","ST05Q013","ST62Q032","ST62Q033","ST62Q034","ST62Q035","ST84Q032","ST84Q033","ST84Q034","ST37Q072","ST37Q073","ST37Q074","ST27Q052","ST27Q053","ST27Q054","ST42Q032","ST42Q033","ST42Q034","ST42Q082","ST42Q083","ST42Q084","ST42Q052","ST42Q053","ST42Q054","ST37Q042","ST37Q043","ST37Q044","SC14Q052","SC14Q053","SC14Q054","IC03Q012","IC03Q013","IC03Q014","IC03Q015","ST62Q122","ST62Q123","ST62Q124","ST62Q125","ST62Q162","ST62Q163","ST62Q164","ST62Q165","ST61Q072","ST61Q073","ST61Q074","ST42Q012","ST42Q013","ST42Q014","ST61Q052","ST61Q053","ST61Q054","ST79Q072","ST79Q073","ST79Q074","ST91Q062","ST91Q063","ST91Q064","ST27Q012","ST27Q013","ST27Q014","ST62Q022","ST62Q023","ST62Q024","ST62Q025","IC22Q082","IC22Q083","IC22Q084","ST79Q042","ST79Q043","ST79Q044","ST15Q012","ST15Q013","ST15Q014","SC44Q062","SC44Q063","ST35Q032","ST35Q033","ST35Q034","ST84Q012","ST84Q013","ST84Q014","SC22Q012","SC22Q013","SC22Q014","ST61Q092","ST61Q093","ST61Q094","ST37Q062","ST37Q063","ST37Q064","ST93Q012","ST93Q013","ST93Q014","ST93Q015","ST26Q112","SC14Q082","SC14Q083","SC14Q084"
"GBR",359.062718953601,9.09152180988751,15.04877945513,26.4878249520379,35.9631649395235,44.8839719695295,-2.87903968133997,-2.21548073220203,2.38776149982551,-13.8409287758574,-19.0321715442222,-16.8740211486302,3.42358690739418,8.49581473510706,-11.7783036529538,-19.6837933301163,-6.22394215530722,-15.2068655705207,-20.4788800484487,-13.8831891878194,-6.95973910838372,-1.8566536108945,-31.6824269344575,-21.392075561736,-3.59144087969632,5.41230759375606,9.40742432980013,11.4536353391284,10.7025999406021,-0.978398590386477,2.33843531023919,-0.132496592902445,2.63295245703705,6.50881367674026,8.47046137071979,4.17085058682999,15.7190007276221,21.8949730163727,-3.74323566134663,-4.07252074862317,-7.6201946805397,-17.7003878555688,-6.63955925415265,-13.3927362314842,-17.4384130213209,5.36676585972051,6.80068312386163,17.1349930197572,19.4031807817431,2.96737435140933,11.0179477266973,12.0655348271717,-35.2482388009105,-55.2440063186451,17.1542284780458,16.6456259972141,4.69637978807411,8.68292214016841,13.216537249526,19.971617103271,-4.36821073054831,8.9126793526393,15.8554913591726,-2.24689970991144,-7.71222382982737,-11.5199540869425,1.10893767148545,0.152270582090391,-1.5270171040065,1.27996286934375,3.65822622828404,5.62416891838555,-1.00243987260456,7.6540455723735,13.2697595711729,5.73901627190615,12.750631533613,12.7668549129537,-1.74531192807148,-8.15766989015854,-14.0362351288339,-1.62651034519843,7.02266531048531,0.470940110673323,-0.112837483196014,-2.31181078295581,-0.998965791214585,-9.74202984072278,-4.20045000344322,-0.835534522832075,-0.542830779017758,4.27596109656922,-3.55404302535922,8.58899631583709,18.1480910251431,22.4838274065592,-7.11292320610036,-7.8744042350084,-8.96421452422879,4.88961656738098,8.68196200839797,19.4950499157157,-8.53767366452523,-11.9265293785374,-8.49731872724388,0.679356429680501,12.8293323791418,14.2030702030733,1.29099100624726,5.58605533491686,4.70962304322813,-4.27169978900263,4.08850903377593,-5.8989342462233,4.68252869732583,-3.5382976433758,-7.93616367299976,-9.36265031819378,-2.30188179875338,0.206140756281421,1.3277422583005,1.30265532180423,5.97451403660299,11.523763354495,6.17452109185549,-3.70665116261437,0.395036541950816,-5.65298128647034,-3.98007006804005,-6.4959938148913,5.24837476731812,8.33098203103413,3.645868813529,16.2742938578416,13.0154076678659,-16.7565527773893,-26.8964754698573,-18.4177067379756,1.12657457787616,-1.24021349785656,-3.37658797734055,-4.70312259507934,-12.0253358516397,-15.6517947793631,2.55929573349925,12.1102628564484,16.4419832831265,13.7568942182486,-3.33762281511043,1.28966530676104,2.29468268150303,0.214562773753915
"GRC",338.103819296315,8.44518422410018,15.4381963992691,21.1280797657123,38.9033450687504,40.2864775509989,-1.12922389761032,0.583145135430816,4.02514149000581,-10.2953392128591,-19.5746498063693,-23.7125363844306,-5.60764189844022,-2.11554397402068,-15.8510314448376,-40.0206729552513,-11.5198607481253,-8.90269094648069,-19.3415636154948,1.7183355903427,-5.69683449023797,-3.80049949175196,-3.03393645925573,19.0701177911532,-15.346001965534,-4.44102599679052,2.19811590930629,-2.19460095560831,-11.4997161505527,1.44810018289018,0.530004491122598,-12.9149367918168,15.8863359087803,11.4002958966532,11.0094410149733,8.3692780396665,14.3025663755876,18.5561481275564,-1.19005453142607,-3.08936081967967,-8.52224394172558,-16.4010299001003,-0.0975654205312463,-8.27558720878532,-10.088712542879,12.8396977879107,15.1045420354916,4.3169525208768,11.4706878700642,1.89217966358935,5.20800983859111,7.69747051943029,-45.0327417320005,25.4123602898693,15.1485565669806,21.3819752271496,-3.1984766636991,-6.07046485322115,-8.63297149946099,-7.45496653489603,1.14921905086241,11.3430743268415,12.1033557532597,-4.60695743743194,-2.58560958650238,-7.39503629085077,4.18270682770907,2.02252409046908,-3.9959361755197,1.37179878449013,3.98364893403283,4.87624159846993,-5.71776541636452,3.52109689354977,10.1252883640472,5.90963998249191,6.49350793118921,9.08205654347564,0.102122592965797,-2.57089607799762,-13.8219646713961,-0.882899728885209,-19.0690460401441,-10.3229141213212,0.254059048817856,-9.14329664991667,-20.2964612006713,-52.1192261492996,-4.35158477093651,-5.9582349506976,11.2368020967188,8.54299703090817,0.492605475445166,-6.01840716526576,-3.06924122850982,4.66214792389623,0.456912911641011,-5.41745293909457,9.59743117942686,8.64530979883126,18.422414239448,15.2734649932426,-3.00936179482655,-15.7021723527548,-15.3262886232885,-5.50319349373296,1.39261040392874,8.14548436657659,-5.14882935307419,-1.2105564119008,-3.46762297544399,4.79548339123312,-1.24957257023719,5.42991308350298,-15.6473589773425,0.379798523319804,-3.24753540002832,13.6069808498272,20.4632797224138,25.6093064692254,19.3880727139858,1.72670099680198,3.64376117483372,14.38904627829,-13.1400129319812,-7.17585092939832,-4.49864899921523,-6.3304731848981,-1.48855130205155,0.594691516129956,6.17009900956358,13.1629146089057,2.39906786607572,8.96931933232103,9.27316153751641,9.15238465621124,4.35870174496528,-0.462127149341768,1.68832038274009,-3.25666690548586,-11.5661620416527,-1.75660132735425,-6.86143685481413,-8.22151704078772,-3.49311973056441,2.96707157120585,8.0424252953181,7.56923739488459,-9.94451793102936,7.30408617637112,15.1573156408748,-4.54395949556383
"HRV",365.450916619775,0.75389939879513,15.4218235450204,20.77831810886,41.6793125129397,13.2671412522352,10.6470340527272,11.5891154590519,10.4037548719199,-14.3466680300415,-6.02607395388906,-13.9871943003668,-11.2951570604614,-2.02335105049493,-10.3578990320803,-47.6553937730421,-14.1959559238226,-16.2105694077366,-6.00189840247938,-19.7744299935657,-2.85688810524943,-13.1692855982173,11.6941299961367,90.9569712573819,-32.6164257934774,23.7947501199039,-2.66776422867011,0.966559259720711,-1.0420128013892,2.83786654253249,-8.43473739596042,8.09525479153461,9.28467721086812,14.2335995386158,18.3200074133322,-0.308231660043504,7.45890776414114,16.1357572680139,0.432521284346693,-1.92793060099308,-13.3672648914754,5.73060980742122,-16.358322747035,-22.4361727908494,-24.8061087684316,3.35543672695505,-0.883678919060128,-4.26871282837584,9.51617698205849,11.2475616760813,17.3678292653063,21.5371931218582,-54.2782501285756,-14.8361149506882,-2.97547605563582,-8.35006175457727,0.0777865773524585,5.00204558906994,1.57775408363608,6.38417052963517,-2.57929676578076,7.00549241111753,11.808259768785,-3.27717884472744,-9.92471402222937,-9.3962411441462,3.1248213129391,-0.307245540032374,-8.88520378725386,-0.804953195191467,4.46664016034884,7.51394048813258,-3.74667338428472,0.699381494839414,1.60099671717401,10.3332596648344,17.3079416250799,22.0004579870451,-5.99565786966965,-20.8491319477502,-29.3794616896841,0.356160533900875,1.92464971205904,1.87871283810061,-6.58955789146134,-17.0615415158709,-26.6067009338104,0,-3.72549423499753,0.366374947407793,6.41646416988232,13.4144220497913,1.39983741086834,3.79047437385115,0.474636986642738,7.21999766856888,2.42139928436573,-1.46072789644053,3.85257813960716,8.63243127638914,10.0740749146796,15.1120740963307,-0.277253122422137,-1.12422941906304,-5.75078242072172,3.16353486206944,4.91881086291985,11.6520879482777,12.0172363790227,15.7722292387441,13.2424319897506,1.01240710939133,-2.81145345922576,5.86565498293322,-1.45152019752707,-16.8724673051238,-8.58229347954575,2.22885427338159,4.42066182374023,22.0856778226241,10.5262584107645,-2.06944537677888,9.75241422379416,16.0752430863945,-12.4356505841653,8.11379168936758,-0.620775138198839,0.218697262040963,6.39850779676415,-8.69223501128585,5.82911496981016,17.4642827211377,2.98672871693191,8.53015286708588,14.1883442862749,-3.22379132851407,-10.1837826429283,-26.372469392706,1.16977756111084,7.36915461155362,2.33446476545009,-12.7033588628607,-16.5799228072681,-9.87243398794984,-3.9446292591454,10.8252492182427,14.1489142016895,4.99758356782318,-3.84909856633991,0.00827857032227766,4.38479347244277,6.20764848333435
"HUN",408.479961308347,5.57736243212005,20.5298269804236,23.1535242404631,39.5613016619525,52.4576387829173,-3.0548035807881,-3.08727800508637,6.51945753479593,-9.35255417960631,-6.06335141043377,-9.17831919460125,-0.893527632107325,-3.12904228294196,2.47798525217498,-19.0981498634856,-15.0349092359283,-22.1411650219751,-24.016633546361,-5.90602986768631,-8.40168693439758,-4.19417193578571,3.10105672743073,17.5014970634058,4.82330721813473,-1.35764804693384,8.68306835697834,6.50574248870073,5.11550458000321,7.45979307890187,12.4283274518525,19.5478924745472,21.3978062634734,11.4396611822218,20.7229262515077,4.74657959449166,8.67436496567124,22.8924568518953,3.49431491579957,-8.413947638307,-18.8099533082501,-15.2477817358837,-10.1461671982915,-15.7505183278836,-23.1592736245832,-9.66440591006202,-6.10120824240827,-1.30001604581293,1.66171066556334,1.79292160181,5.28295900346456,3.34775117760315,-53.2840851732618,-51.8134761747721,14.0458874642471,13.5441169478235,-6.03831418185514,4.78354819642921,7.20318608788997,1.50041477987079,-8.98332504173031,-1.93296375362411,8.95098862888437,-1.69269649062706,-8.65709485351385,1.83554042101016,2.06868803067564,0.901393320997638,4.56676220565631,7.61159667463814,6.77474645465766,16.2981707838712,5.7002551680285,9.4817937297529,8.88372045847519,-4.24511347149633,0.167112960685673,0.352138648543101,-6.14994569475417,-2.54385868647996,4.64594960721291,-6.00592170122326,-5.56112593097243,-19.3170655150213,-2.93792694396847,-10.1623511366834,-32.0469020038984,-9.46950224511382,-11.5304884793487,-20.533254074979,-18.4118869788533,-1.77043212419736,4.38315519701688,11.9087627665452,7.04724328104772,10.8158269795485,-0.553424953503775,-12.6720110568763,1.06021991805644,-1.52879018646889,12.1443798015963,22.3647551587337,-6.80352882743993,-0.367616857446042,2.05681517101826,-0.846177082582423,-0.544994332722431,9.90548868796537,-13.9603655061811,-0.63372095364553,2.10977440498972,8.16927818444007,5.07329205333104,9.57265610555594,-6.78073128415697,-3.72287003618612,-2.58681785726523,5.44735363798296,16.077396307745,22.5135366676713,12.0229201203433,-8.92047629945363,3.20777988948727,3.4032914457476,-7.82054160838956,0.148021814341778,-3.10493578178731,-13.4284508426536,-21.571969475989,-6.3706976970128,-3.05460494719014,-0.0489611226827506,13.9007228717854,16.3041847148373,13.3929337236585,-11.0494344032636,-39.0382634903286,-54.4120128488164,-0.765123413205692,-2.37655967004905,-1.80009326030001,-5.38749555780995,-10.8839408769534,-7.26086988549959,9.38587560764859,5.84102844520247,12.6536934530803,2.57240103293985,2.42742380510307,1.19561294982921,1.52107025186941,12.605182944473
"IDN",366.166837719168,-6.69170574149885,8.64416208273916,1.42924031498612,12.854775967124,-16.7155947953354,2.28686704922874,30.6982749456417,28.7486022366239,-3.22527912961077,-3.14877205536959,-8.69670594989745,6.02441110092654,2.95092696906277,5.79715534016042,-0.258236899087813,-10.9103623924916,-17.3934289484746,-13.6989377700584,-2.38679826888324,-8.21531047984159,-7.14554995001102,0.199908743596119,0.568950907869859,-6.67722376573918,-2.84845319588981,3.36490688130409,7.64479544038137,-14.2865153026237,-1.2330179802784,-2.94537654607023,0.059077676420919,-5.87813342626503,-9.71699712635215,-3.04251871809105,6.12308764217261,10.5217778095265,11.7801707207383,-3.15801139965664,2.32808156488387,5.14449933634481,-5.35824666920858,-6.36081807195507,-10.9133138187713,-14.6524205092522,-3.16407039092458,-2.14366778641215,6.81942416672931,13.3785245700257,0.870688752211657,4.3093691642833,11.823922123475,-26.169962811706,-32.9413435813606,10.6448347606816,18.8198137527598,-3.38235636239676,-1.32673362735376,-0.181490087164753,-1.7905843084615,1.26248901961064,9.29374538674917,13.0435103793995,1.43115907580574,4.19407027900883,5.6482360584661,-14.3212883526538,-17.0390947623779,-5.00710362309537,-0.882142655321252,8.77047345821136,7.63031037609315,4.75592452741805,10.2121242815839,15.0338124943799,-0.715606680228484,6.30773036785055,8.72598776978257,2.50915655508436,-2.27779877511825,-0.270493975512903,-12.8612226017234,-1.57349945870895,-10.511771572379,-2.98592060837208,-2.38516906796812,-2.60435499520868,5.64877675956395,-5.21730166397481,-7.86952588984278,-7.14491320347204,-8.54640995472959,2.46765761415896,5.66462253533512,6.82964968333749,11.0896569188046,-1.17806493835373,-3.61437948176176,8.88333886802023,-3.5736294491179,-8.41400159474213,6.72045651970174,-0.428585294806796,-4.38730323899157,1.27787055012554,-0.637049130442674,4.65921410088038,-2.09138722366247,1.87148124629797,4.27051996280235,6.21343161159365,1.46351649190606,7.12280311181625,6.8851478800439,-1.51681999378511,8.5272645148929,10.6777948685684,9.62557929704618,0.980156599663735,-3.34241740953436,-4.28500863286951,2.31886046629295,9.53670521801091,2.90893263169244,5.06664489453019,-6.687125733099,1.52149366447741,-11.4771025356198,-8.78295704236359,8.73555128507877,24.0374805261313,17.5693869701567,-5.83794424781304,-2.03054839808374,-7.73804582607266,-7.50440628704053,-6.90201732252976,0,3.33917535215929,-1.55044378796352,-4.72822241288718,-3.61496043680974,-10.4990222284787,-10.8723731659845,7.87217860725298,13.9567309881979,12.9931601261455,6.76479328311067,-4.94576900689105,-7.93396291103264,-7.90533617608774,-24.8469532974611
"IRL",418.847581930281,5.65491561081308,21.4065445175404,33.7642547691425,37.7009473861757,43.1806813932229,-8.24609398265536,-4.98074667556638,-1.19266724369544,-9.74891140646863,-13.0077263877992,-13.6374211506608,-12.464609345751,0.916634423315689,-5.94250864359406,-24.0324375151338,-5.88933543609653,-20.3104695825118,-22.9494721008207,-34.9687015258566,-14.0351554014923,0.400171556974129,-4.98093950392273,-43.8648399062079,-17.5645164756085,25.9684820127037,-1.71265254512943,12.2879353124404,0.652403889613901,6.03490401127419,0.0479860770486826,-4.72639371359987,5.83308205199285,11.0520982570462,10.3064542714837,-1.13866425642796,13.4595693510507,24.9397496350108,10.5871304402096,-6.3863460107662,-11.3250070252731,-4.60474240671223,-7.23557543605572,-16.9247355977335,-15.5941879067358,3.40931964097999,4.27422325505737,7.15987907686671,11.250352898642,-2.52274323442929,8.01673198381034,14.2071112187221,-17.886740166848,-7.29657263674666,7.34596676528139,-4.56305529665652,-3.96886812320154,10.7448970967154,5.82129736560903,10.0767801238175,-17.0838563029799,-5.65344326162244,0.990064286073053,-5.99952395298884,-0.512540150570177,4.51323733970842,-4.57310932535644,5.0964476392176,3.17053118439865,3.08563735352825,0.945693644391635,1.03335272401121,9.37602512466829,4.48701564788218,11.5840833803283,-1.90437835607987,-0.500873900765026,8.0060912128966,-0.927993500292758,-3.62080317493138,-2.33560823957095,0.944502035687999,-4.63002429059626,-0.771519436712282,-5.32323696212778,-14.8425122455011,-16.698584275413,-43.0760927473207,0.377342917497531,7.93308472947427,5.0836231069504,4.91548356033014,-5.2987065769196,-1.59298766875548,-4.51451997838535,9.07364495848031,-4.94914866394402,-10.2690895233188,-4.62874650410014,1.75139482321761,6.60018059284424,22.4659667862048,-8.63051978597284,-10.6371567679218,-8.7853320825076,9.12317736177873,10.5601091968255,13.8793980463027,-9.98479183776825,5.36217675190611,9.02486645879607,40.9668379241866,-12.7974777832576,-2.27241693017698,-2.85191562534649,-0.764287149267437,0.500059511565414,9.75331813229508,11.8115719403762,27.4424222059894,15.4115319620339,-0.0244054169062579,5.09921440616181,0.339176441527204,16.0403693106709,0.915936045021117,2.94517067761902,-2.25829638422709,-10.1123374494389,-5.04709742626966,3.58310330169436,6.71641479663003,-8.71133748981794,12.0192221142131,7.82747457575494,-3.88245125752359,-12.4456060104935,-38.6624296245168,-1.81736188978791,-2.75268909866444,-6.40984249709327,-7.77445532991969,-11.7484916154344,-14.210517807835,4.12619735939542,5.02178152695937,18.6506507604153,13.1160615821825,2.08039445861118,4.68879822140877,-2.10521623107208,6.81471071612456
"ISL",355.115232177763,-4.66434098899483,8.74392378882333,16.9881479518083,30.9684287533779,37.300337587967,1.4435572929436,0.486372730050254,5.98439259960127,-13.5415885556021,-5.98077486437238,-11.6749997371014,-2.79116867185632,-4.02499143629464,-40.6572214874981,0,-7.73793803209971,-24.2520459688565,-26.4506495255276,-32.1634592872688,2.56035310084096,0.753440828809991,0,0,-45.9442678364738,-1.94679117608507,3.20277812674759,4.80878443622403,-11.001871252576,-7.30266784267,5.24231886312416,-16.4145063283973,9.03580718084683,14.6170269094705,20.8814723309252,-2.28597513653335,7.6058850622425,20.0348617492936,37.0609169901924,-2.44484411944885,-7.28949001772542,-9.50230161196054,-5.84829863782259,-12.1972737050346,-12.4369635587515,-2.60743974223356,-0.252744378379623,-4.14608436718037,-1.62921566521467,-11.7541265640824,-5.44773577512562,3.05927211221409,66.6102982522248,-13.8959837378386,-15.9216179028667,-8.35125757351951,-2.47765675190715,-12.6756402537385,-19.2913273681219,-5.3947950223542,-5.94142372067967,1.70960458791886,9.94990363835721,-4.08924112734977,-17.502572307017,-34.2744682999829,12.6694866815396,4.37693546954581,-6.66247296125911,-2.3324829803054,-4.1969076221101,1.40854445812331,1.4805843498404,2.48093420014087,7.32224339463015,-1.2346902797167,3.78106821418283,-4.60033954774394,-6.13934483032609,-9.03083379491965,-17.5937593768915,4.81085135665948,2.84297427220928,7.01192094487925,-8.31440482454191,-21.3514922665547,-17.3788148675025,-75.6208916226709,21.2342367680064,23.1592482499809,20.7300997619465,38.9034679731668,-8.16561895028113,7.27093186335998,9.95222442139454,-2.96123090448489,-11.054492496055,-16.3009329475573,-7.56737466023529,0.973974687666237,5.53484009329735,18.2729854150349,-6.13708481353697,-10.9352429174212,-27.4354686733846,9.60025489907133,9.48175994965023,10.6495648253799,3.96941439483527,14.0080311395044,23.0194226054624,13.0234677837918,35.6218088314433,47.3219317240798,-3.06233443346686,-4.36124622162891,-7.38931848764122,-7.59021556402363,10.2716722963046,21.1696966893792,23.7009151882095,7.2652825369545,4.58404245845805,12.103582977304,-2.25214330749119,-16.1905272810942,1.16961200783467,5.47869720931408,2.20363305144523,3.1948260165171,17.2282254941606,10.6322622613613,0.115104765671146,16.0913618927786,7.66383187797787,-3.22780202540243,-20.782261566436,-17.4609021077776,-1.81463415624265,2.40747640942988,-23.1183333090925,0.904775566141501,-8.18659306421283,-15.3065032197984,-8.26163362235522,-1.90372378056116,1.24228722109731,6.34148908084535,0.0604760405620523,3.37964967670389,-1.65034795012154,9.14139798345719
"ISR",357.534105069733,1.81726701569825,13.9516310146349,32.0638259606791,38.5670557397013,45.7316320300034,9.58670113828191,10.7939407425869,28.2345180071399,-14.7966661308736,-18.3417148173216,-17.9107392474087,-7.74691569544371,-19.7015056837436,-16.8686130682536,-30.0727172706225,-15.2667446890522,-20.0779930780449,-18.3455397519764,-2.75302377801949,-14.4492490938593,-21.7594332717185,0.310552157825263,6.50227050392406,-13.1409324318913,3.95553065092757,-12.2294698094971,-17.0084944974605,-19.9367999011873,-3.7563921869029,-1.75629284930026,6.96952487160904,7.67051622465973,3.0026443586966,9.86680699332251,5.95397170448048,11.5844713204546,24.5047907072167,19.3207911298219,-12.013298898703,-17.9935634360887,-17.2033264898277,-14.5290014839207,-15.1377580449227,-20.2353086417888,-6.27683791414306,-14.7465627064175,-2.07328623438329,1.95258465851685,4.28575843104455,1.95294573916138,7.05691678199632,-19.2463259936592,-19.7061336840133,-19.7731420898628,-1.04153974060908,-1.46568007229705,4.15678393380526,5.77129179937158,22.5028046082685,5.20489490975444,15.6935507548666,17.5332742861673,-3.70053454876806,-9.76373442011404,-6.23939994563366,-2.49638308645285,-2.27593788041496,0.506194465102773,7.60609737387389,11.3145497876171,2.23230283602756,7.97301231546627,12.3685716081597,18.6976686037993,11.3803439642671,15.0992951375076,13.8302284867106,0.511873159502765,-7.96361262947639,-23.4463739684689,1.69368958173809,-7.10495701468603,-6.84012820938932,-2.44768794867694,-16.8693551457668,-10.2623161596412,-26.4850450063808,5.3903964951065,19.3687869008589,12.2595419697662,14.1805206865344,7.35772560777061,18.507667120187,13.8270323790849,20.8771323393505,-7.49025018655523,-13.9514378750441,-18.3381591493477,-0.759432185237821,0.417229611357481,-1.16358031004947,-4.18647357034005,-18.0729729494362,-8.0501981725485,2.3317305844518,4.39571957619891,14.6568398932315,9.2146211507196,13.6560004464045,15.0145478885936,-35.7976821547336,-29.4408306231875,-19.8561514838679,-11.1864962720725,-8.71596390834708,3.53353142213573,0.224457604222862,7.74660649052785,27.5589971488279,27.7966534450818,-0.57630181505729,3.74131989917539,-0.747928180951499,1.24280481198608,2.67122114633484,-14.1345213487945,-17.7736181526122,-25.8843059313196,5.12316745580408,24.0570476278848,35.9034142144712,1.46284870180187,13.5017312474672,12.9226686235429,-5.16827621796822,-4.46668755815677,-16.6154350309765,3.98509007142876,8.68939580418625,-4.98794742037049,-9.97203973565523,-15.0403708142685,-17.6634330014662,9.40458707579714,13.4119331962139,18.6511878676841,12.4434857516584,13.0877807424051,5.40514298191575,8.07527269028236,17.7375394764295
"ITA",364.049334413101,-1.05086946135141,8.9833324109766,21.5750350875812,30.3395120384858,25.3798660149168,3.64022042807073,1.78948863092003,5.630864780337,-9.5354767622797,-18.0225572420339,-17.1652622671196,-0.434789927519791,-3.5703116904254,-4.51053230697232,-1.25674164097028,-10.4966787542326,-19.4343482395491,-20.6097641603809,-0.479151812486399,-4.22178590102702,-2.82569192303792,-9.0148885914993,-6.48854306411912,-15.3911802038779,-1.65680040373475,4.01263335916701,5.53591736211603,1.05846419611698,-0.688642252792298,-3.56336645276035,7.16304881965263,7.9801261482086,10.405653231969,7.52417462228519,4.34362551392478,15.7641026928097,18.8244025306373,8.26992080342542,-8.51888395034913,-18.0254390991772,-22.6347863200599,-9.1898971498308,-19.9477111291914,-21.0155209931802,4.766508235936,7.04859504205199,8.96758356708104,18.4154702512899,-1.05619311863068,6.2182609678989,11.2709352906483,-24.7062531082843,-32.2419014901129,0.934680651083761,8.53632678835411,1.30336582174603,3.70851062826296,2.11953684275052,1.66314457744908,-0.707632606900157,6.69998852242378,13.1483719168453,-0.277510774321362,-6.39906933093074,-9.61752258706514,0.969262009319057,3.20179597746678,3.46985408468838,0.274672336724064,7.6755230116707,10.7085701071726,0.994627663161683,9.59704456465696,13.6527672094071,3.98941550873707,11.0781195503532,10.9888519216598,-0.255352981312685,-8.17265651941365,-14.0136321884871,-0.515564041659879,-9.00458691247441,-19.1872699238429,3.6017783559489,-8.51282659565959,-18.6582820204505,-24.8700295733297,-7.20431076280662,0.0249759697522671,-4.58353571894186,4.76797624671968,9.12921779867086,9.58171360257924,15.4794656950719,16.1040525591171,-3.95292372575581,-3.52404684951604,-7.50477774610001,2.65486260339241,6.36449746801924,9.89451436860378,-7.38225315775582,-3.66269947711256,-4.66527988235148,4.47336786825855,11.4094431239688,15.1263727422174,-0.067996844812154,4.89821738017572,8.65011357147198,-15.3902357568768,1.11399607864296,11.4816813940233,-3.71125692112497,1.77246576459794,2.00647120683071,11.442088402499,9.18831241773986,24.6749649042358,17.6113900286802,1.58313154477396,10.1193215842992,14.1519869190726,-1.5488209547177,-0.855070274469271,-7.3219617968445,-0.91612832422136,4.24952753791379,-1.8580517822493,6.44594189145083,13.5937279190068,9.51649559977049,15.3776624502187,12.1391223862041,-4.53174647576301,-25.3366409669947,-30.2727902426782,-1.75356051026609,-6.64795568570701,-7.34143192837073,-6.32101211121687,-13.657795530667,-16.6933137105708,2.58909455362167,5.97127766475497,11.4569319150349,6.89638694136831,1.11508618800179,2.24700036240718,-0.9304961011839,11.4958435898653
"JOR",333.381099717943,-0.599069056689339,6.10208676132548,11.5854797849694,3.43571015585559,-0.619094599228403,-0.529741550317057,8.16226973119825,21.9170410739523,-9.54975484626966,-13.7775256157098,-11.6162320862333,-17.332380126766,-11.9921564368575,-10.6297508558984,-3.88577167891071,-3.13665001395405,-6.90098448436295,-17.4387856653653,1.20753456607763,-6.43424543418853,-2.22045301642633,-3.41352596536981,3.9740370102028,-0.884832481599864,-1.76214645648549,3.16899508710523,-7.09044176022617,-17.326758982971,-0.132580841448649,12.0901704734274,-9.99316310803496,-4.58752918567146,-6.83979248974266,-2.03268172077615,1.22530472298139,-0.560510627031704,10.6970331300201,-3.18647497869691,4.90406135286903,4.02125311945368,2.75600800675494,-4.30473182592602,-1.08570757184556,-5.66526759475455,9.86112395947564,-0.477420925328722,3.85311058283083,3.86589609563984,-1.73911407607603,-3.66443523079116,6.29987696150252,-38.8300822734969,-70.2977938808531,2.95088458264336,-1.47272406096216,-1.59814844443143,5.42874664279971,4.35526744203645,6.23508280882782,-3.96731245411393,5.86479800131123,-0.499526022981546,2.79922909362744,-2.51494886616706,-0.486781861992248,-5.7100119553227,-5.32639237153117,-2.17201201034353,-0.431722164653703,7.961704888957,9.52907677968317,3.58375381212144,-2.98779110370312,-7.11803386642852,-0.437186202642304,2.19680540544687,4.18563306457248,-3.97558127858028,-4.2980317966689,-4.08842396713823,-1.9328502640491,-7.90737574823232,-2.16709376448586,-9.8109064146267,-16.0575569603952,-18.8907351771276,-26.9939650804481,2.13657848298805,4.9542285685655,1.43202203623192,6.78190695210993,3.74770685350073,-0.748651327211752,6.03585088836926,11.3069296465268,-2.30215297577732,-6.83572104121721,-2.11409791685898,4.60859557130822,4.81025648250347,2.19697893372383,-12.7367639945823,-7.90111173188041,-13.9785695530089,-0.858256186625793,3.49856733159052,8.10878784365059,-2.97055137437838,1.11324271762722,10.0676506067312,19.0422572006046,18.1812517818168,30.0200732553085,-7.80197433922916,3.30892885121656,4.13888542644046,12.3336451501473,8.54684339379557,6.50586302051153,7.42629194434419,3.05207204344642,2.37344677457131,6.00322924990235,-18.5510872843749,-6.89469449450027,0.343474119499765,2.26612212706384,-4.98389322901608,3.62199992631283,10.0597328553147,6.19361164744382,-1.43875796306816,4.76120682137456,1.88979245661369,-7.81644996553467,-7.65428961729498,-12.4655590545811,-4.37052176498816,-5.69416394862226,-12.7926696731517,-1.00845116065346,-6.24759231208891,-5.27473617771574,3.13408394403246,7.29762627645241,6.28482538996364,12.7991645490691,3.50172686668038,5.55045578235973,-2.08488055841266,3.09914877311863
