"IDcountry","(Intercept)","ST28Q012","ST28Q013","ST28Q014","ST28Q015","ST28Q016","ST27Q032","ST27Q033","ST27Q034","ST37Q052","ST37Q053","ST37Q054","ST13Q012","ST13Q013","ST13Q014","ST13Q015","ST37Q022","ST37Q023","ST37Q024","ST26Q062","ST17Q012","ST17Q013","ST17Q014","ST17Q015","IC01Q042","IC01Q043","ST27Q042","ST27Q043","ST27Q044","IC01Q092","IC01Q093","ST62Q192","ST62Q193","ST62Q194","ST62Q195","ST42Q022","ST42Q023","ST42Q024","ST26Q042","ST37Q012","ST37Q013","ST37Q014","ST37Q032","ST37Q033","ST37Q034","ST62Q062","ST62Q063","ST62Q064","ST62Q065","ST43Q062","ST43Q063","ST43Q064","ST07Q012","ST07Q013","ST05Q012","ST05Q013","ST62Q032","ST62Q033","ST62Q034","ST62Q035","ST84Q032","ST84Q033","ST84Q034","ST37Q072","ST37Q073","ST37Q074","ST27Q052","ST27Q053","ST27Q054","ST42Q032","ST42Q033","ST42Q034","ST42Q082","ST42Q083","ST42Q084","ST42Q052","ST42Q053","ST42Q054","ST37Q042","ST37Q043","ST37Q044","SC14Q052","SC14Q053","SC14Q054","IC03Q012","IC03Q013","IC03Q014","IC03Q015","ST62Q122","ST62Q123","ST62Q124","ST62Q125","ST62Q162","ST62Q163","ST62Q164","ST62Q165","ST61Q072","ST61Q073","ST61Q074","ST42Q012","ST42Q013","ST42Q014","ST61Q052","ST61Q053","ST61Q054","ST79Q072","ST79Q073","ST79Q074","ST91Q062","ST91Q063","ST91Q064","ST27Q012","ST27Q013","ST27Q014","ST62Q022","ST62Q023","ST62Q024","ST62Q025","IC22Q082","IC22Q083","IC22Q084","ST79Q042","ST79Q043","ST79Q044","ST15Q012","ST15Q013","ST15Q014","SC44Q062","SC44Q063","ST35Q032","ST35Q033","ST35Q034","ST84Q012","ST84Q013","ST84Q014","SC22Q012","SC22Q013","SC22Q014","ST61Q092","ST61Q093","ST61Q094","ST37Q062","ST37Q063","ST37Q064","ST93Q012","ST93Q013","ST93Q014","ST93Q015","ST26Q112","SC14Q082","SC14Q083","SC14Q084"
"CHL",369.116336263789,-0.218882527715708,11.0191508918711,19.4568700047761,35.5114316827469,30.1931996934112,-0.821566100638681,-4.65655053712411,-1.0580659077517,-8.33642688520242,-16.2465041043185,-3.20135284958679,-4.89035590094336,-14.2248994517774,-4.74768781823289,-5.69825439014986,-9.33866186118634,-14.571152533272,-20.3210869191914,-7.28004990347038,-16.0669732073405,-7.08749590429385,-8.93636240580309,-1.61813773219369,4.16727160057875,5.08165224446348,0.707334930981954,3.99691247551552,-1.87367570087463,6.35166425372934,-3.79885134450478,4.00171587188503,10.1667116955038,11.0799244304601,12.9781437961519,10.477997359041,13.6526478065146,26.9450300973439,1.15801682749945,-7.36736511748216,-12.3177228454478,-8.26072777160061,-7.75390913952393,-8.55737097276723,-11.0149571886044,-4.9051919088043,-5.18060250021455,-1.31298180844047,5.66128968399632,0.891904606814685,7.38723372366317,13.2859962444697,-40.7015617800996,-56.14654911219,0.767801724382766,-0.249216214379195,11.6596268805405,3.51770079974377,7.65625190261926,10.8367649770604,9.75725161597837,10.014100503586,13.2022061070071,-6.19787030726589,-5.29841599548203,2.22535421773958,-8.39066928993616,3.40809396373855,14.4576876252747,2.16310321123927,5.50340687915673,8.89812282206176,3.1003401985671,1.73918258250498,8.2087346764357,6.52586626589523,11.3456434023359,17.8240640157133,-0.667878354676856,-7.0729283282623,-21.3122706936726,0.456354066564966,-9.4236371204087,-7.92147282507359,-5.60996652516335,-10.522518766878,-17.9387013283143,-33.2414177605142,0.77355100268103,0.806494615895124,5.99407527809063,6.25468486536818,1.08727973996197,3.64454616470776,10.8136443403366,6.59289191671328,-1.06004206386627,-5.82466913930077,-1.99209484571724,1.27296126513141,6.0222128252758,7.48666276423172,-0.985410654332918,0.480788334636093,2.6540308227866,4.49325813790472,5.52938370650692,5.45548712574116,3.17567037637161,7.36623079244091,10.6706318914624,-0.663452877481592,10.2340755023437,10.3483256917178,-10.1838947727416,-8.36665653414654,-6.70684191965258,2.02701337233361,12.362323765916,25.0956137078401,16.9369284927235,-1.78466067086015,6.52157409352461,5.86446102454829,-2.82324718063709,-3.13418208429503,7.87446614170275,-8.25441696593163,-6.15298488473854,-3.04728990616079,6.0594374150898,8.02394974570023,2.59631103321097,12.0831304389347,11.0555941392387,-14.4825962357459,-15.8558708576839,-36.5633433081654,-4.68654864468459,-3.50349425055527,-6.31403988803293,0.964911661602277,-1.37741617644486,-1.67996860880769,-7.00532964359272,3.62171753040803,6.82237382574653,2.95648932679107,-0.689379570941638,-1.05622955377416,-5.13704957270225,-3.80043149431925
"COL",307.919667375396,3.31272696670169,12.5825563896789,15.5984981285083,4.38796039279615,-1.44865801413602,7.81733424868865,6.95831289795857,21.5050897816862,-1.67354613732452,-6.4225635030886,-0.867704064377759,-60.8562617027363,-8.27230212998628,-7.69199703934083,-11.7399741473274,-7.81459955336552,-11.2997778482873,-8.42859490938084,1.03388008383756,-8.13537322852816,-6.95867858218644,-3.38624631594508,-6.01038004434799,-0.480208418027262,2.24568547473088,6.02289683829155,0.485302763513168,-0.903395775539171,3.18758600792816,1.03820057965619,4.08532840840808,1.72886067085269,7.21301828453193,8.47761696597294,-1.29453562410994,8.97025033118422,17.9203284797467,-1.81062161075159,-2.62146562782233,-5.68507624731938,-6.40013407073318,-4.67501770379959,-6.59432140629379,-4.3163735307359,-0.872243936850479,6.96080618532219,4.09283918646889,7.05444233177444,-3.57610704387753,6.73695004364376,8.48940335790729,-22.7397984999768,-20.4271491057658,2.11496617603568,3.0579983810936,-1.80729494363941,5.05518332773213,5.77657803021747,12.3319997713234,6.30410463482267,8.14237439686453,11.9199337520358,1.2928967495117,0.0868576975836559,5.39660167199517,4.92795884674068,1.78314887177967,9.77214435634512,4.92007784636021,8.02651308140424,7.09199135601117,3.68878009550987,4.38092305805256,9.18006611451306,1.83132361070363,7.18332760653226,17.9001325168649,-2.87335304666067,-4.44469775792724,-12.9701482647352,1.79329055243587,-6.33238085997116,-11.4569948004711,-3.23962851266415,-3.2407558153201,-4.14250448472047,3.29306393984044,2.92594641208695,7.12698617746948,0.503832847069392,0.305729118490739,6.87467001110676,-0.329053687075161,10.7473193452783,15.4487383394208,-3.42040455403777,-3.965002376086,1.10167135928992,4.09277405028691,9.18086019216132,11.2466816022084,-2.59733302610013,-1.53376210947274,-4.54451940196104,7.32100908800326,7.40883099569633,3.24228665566056,0.253041355212631,4.52876633216778,3.75874548387158,-8.46545698986313,6.85429122193289,6.87300705155744,-8.26801773543218,-1.81287416400935,6.09889326910173,10.9012738145974,-1.32832060400121,-1.59951389670608,-1.35890878137158,6.50854583158445,7.36535557255786,0.782233916458723,-2.82128072516998,-10.4751242258835,4.03287596573659,4.44778510391571,3.63011676475184,2.38316306951363,17.9737709384229,21.908459051659,-1.9358438449026,3.64117079688969,-2.85734261919999,-8.45034702813494,-21.7706357605007,-20.1751115815808,-2.12603763090316,-3.01303033789139,-5.05225505181325,-2.127940876327,3.0792226364445,4.94005069245794,6.61220591193133,8.70696734273771,12.8682315626858,13.6703800531557,2.09721886428625,0.212619677930585,-3.56895703319702,3.92268515215357
"CRI",338.924650261183,3.16507875749477,4.02938296053197,-0.687660392257271,12.9529117159789,33.4919712150398,10.7018593557629,11.9596645868649,29.0407813205218,-8.87363944095672,-3.55485220805855,-1.10857480412723,-5.0062177204028,2.60670357462673,-0.192030738058924,-0.445114779451002,-2.94585805412461,-3.17536588079268,-4.73774461495593,-8.42503874540202,-8.49288000509912,-5.70297639068495,-8.67414301011181,-17.2248124690361,-6.34532483883718,5.45248625071752,1.712564657711,0.497078433086468,15.3628084904842,-7.46505941923906,-2.02715366780013,0.0628316158295464,3.32488947035889,2.00647413058819,7.62643943856914,2.92172924855822,8.39685588074105,17.1615748794951,7.50105330436517,-3.48047574559799,-7.32766855179438,-9.65599946803969,-5.21900869224309,-7.3773518139014,-9.95182920642551,-0.595909397414336,4.21578125280989,5.95720234447319,9.46590807883315,10.2633422401135,11.6557822234517,18.4164249279934,-24.3112936943793,-28.2069736620196,3.27289803260267,-0.907947231298515,6.80661223519412,6.56977855229501,8.66785065681982,6.45760312508688,5.34557936353999,5.85034750064294,6.30777431669792,3.41015772175552,5.6869851254997,7.15294522091905,0.267674322483031,-6.60486726119595,-4.80585563519739,-0.124101373205108,10.1836134994885,9.02375279332125,4.7699799828876,3.49208144937176,2.80877817265155,9.30700715618331,6.34974359751415,15.0133769239468,-7.09659339126138,-6.19122495651255,-1.35026802441816,-13.5835467816484,-1.43047796499968,-7.40074251613253,-7.01751606579901,-11.9328473120729,-12.0637502137368,-17.8718899588087,2.67212029823853,0.913078001145433,-4.16299784155681,-2.1838578048769,-1.8338994660394,-1.5219884584976,2.17447690925749,7.54011393237869,1.39813059580034,-5.71826909762011,3.96346524553332,1.9511759648185,12.756149305994,10.4096227264242,-5.90613348948492,-0.223846821013093,-6.27692755006743,10.5714645392938,8.33977750035787,9.55237903558522,6.28332078511661,6.91877493419539,9.51595134391675,3.35235245582616,7.22642013524595,9.98026388792904,-1.89015445728367,2.47486323851533,-1.40785519102277,3.5161152040897,2.62433009034537,10.4832465610797,8.74195081219478,6.48276277569771,7.11223615078852,2.23217839570406,-7.20365544686756,-15.6125151670524,2.03405806949254,0.0999974958862577,-1.9700194272501,-1.10773802268372,9.74661736078972,15.9169974889468,3.12117510641735,6.02146372251764,5.02101312445424,-9.06954971663864,-10.5129805161854,-21.9243695352826,2.44094426135771,-0.505986792862626,0.874581993208385,9.35198075596242,3.36973327662244,1.63863264056291,1.08862197508587,2.92705668668548,6.25202056740159,3.65558625125322,-0.703268822358001,-8.23317056250628,-8.09858618773314,-10.2653869308915
"CZE",423.148329965238,-2.53264189969097,7.3269722561911,19.5296943475904,31.2265908168321,44.6014498296514,11.2624586999066,7.67562969428887,22.6390149550951,-8.2477859133593,-13.786999651046,-4.95416412431062,-12.3480238467105,-43.0712286175618,24.0780176857562,51.1530840935583,-19.6989071657456,-26.582137361364,-11.6744868299784,13.7039666654096,-3.38200725695872,-9.93564375178165,-16.6519226300855,43.4109053182772,-24.8000005336189,12.9950125722576,11.9489407342827,-2.38341394041758,-8.26639093355025,7.2441475741077,-3.8504368049741,9.33963528436679,14.4738024042573,16.263585263189,6.39190510446621,6.44650674800513,19.9248509388885,28.9961755431445,13.0915273526265,-4.85399505003604,-21.4973889750085,-11.5979075319588,-8.25598355078337,-14.0779173252655,-23.5089599701275,-2.72210282258864,17.2851030527046,10.3946226053175,11.8702131941755,-1.14857741140994,4.94405232638398,6.29833660979806,-76.2315788583401,-99.2748404106534,-6.24184294145824,-2.92015993394205,-7.58519704565124,-1.00067608976417,-4.08823499022014,3.17147056860648,-5.36794744592635,4.31392528581669,7.80798088681639,1.65568851870391,-11.3844939955078,-10.2175460348846,-6.78905427706462,1.64348547156519,3.59996369556316,1.72180538490108,6.30685129154265,9.68848187601691,-0.235236253926629,10.3612770476078,19.1219929662837,2.71374709179988,12.1611375704994,10.161794329877,-4.88990554132743,-19.2939832570512,-24.2949108182459,12.9464117617366,11.4678374934303,0.489442090433009,-5.32859561106166,-8.48051981364406,-33.4510375994252,0,-1.47562345803257,3.50959828927405,9.1895875471696,20.7197879222999,7.95468991376741,11.3726500267294,7.31116059891307,24.1374228344121,-10.3203412384171,-13.5699782041971,-19.4306062007159,0.780116297825488,12.0695638510377,19.4677393988758,-1.99379674724653,-9.05209226674404,-22.791379833552,1.65804854328646,3.30062443969561,7.05300027393546,-7.19140023601471,-7.1492578540677,3.99359986702054,-0.522070190762318,-20.1470455542081,-21.4693159394225,-14.522789088986,-7.72481699841941,7.26322214949639,4.12886242525665,26.2438304978352,35.7368807559226,23.9125532561271,-3.84319916278164,-2.4932682618069,3.44638450866407,-8.096031519773,-21.2613238138565,-7.32191380068531,-19.6244364203668,-11.3305058378747,-11.0030354998864,-0.877227933316684,0.930341243309423,10.6752762848296,23.4854313072716,27.1658564969996,2.63581105336344,-27.6521245244521,7.33316334881117,-1.97166758051591,-2.91797739961179,2.82293154110665,-6.43238345952357,-14.7914616649411,-8.69214450383244,3.17706580794245,6.92111686393887,8.02684753682482,4.12152641323691,-8.33075307495733,5.18683253959084,-12.7431476525816,19.8086927131863
"DEU",430.752054765113,12.5384064175399,24.4024731688924,39.6507484752081,46.6371902564936,58.0846588205871,-21.4043821912651,-1.6174037105111,-0.974355282690675,-14.0678927585687,-13.2842796861579,-21.4485935359134,-3.27303287760966,-6.12507022478826,-80.8183809185124,-41.4909836740346,-7.81419615257784,-18.0182947088004,-20.4286989723696,-24.1229708798195,-4.84813310068218,-0.793177712759441,4.49183776320613,21.1087055079029,-18.4415690583787,12.7170974810422,3.6258370357825,-2.08091327639978,10.2082709731782,2.53212061288888,3.84825528967081,-5.21818859472332,7.05791931357248,15.3316572006742,13.7258503970129,0.0444494902330764,11.3797548236953,12.6675028490206,11.8461968314991,-10.6707292677558,-15.9912665219323,-37.2012304823222,-7.77017112366548,-21.7124817555856,-15.9844328406242,-9.54780381023373,1.83341243625748,8.46539977748772,12.4877492397243,-5.21410017226292,8.30712444851737,10.3957847275054,-45.2888956691831,1.16208574661105,-7.25428960703084,14.5138185664437,-2.39482211733122,-0.020456264123442,-6.80759035809052,10.0811106602777,-3.10017948076644,1.83737217901347,6.25857169575047,1.89408950194508,0.743046392641396,-5.72668722735125,3.55679990996123,1.77887643565466,-8.98874134922046,-0.93151939705522,-0.867077815581574,-4.41535346803112,14.4949964407407,8.18347640416155,21.5925513313856,0.050698730787115,-1.05275504338638,12.5268163643927,-8.06745047163237,-13.3473305527582,-16.3863804109549,6.11773337279383,-0.271268511269022,11.3115885126885,-4.00214348934404,-6.09370860524549,-8.82620298423029,-32.7416948573414,-0.58695561428161,-11.7270445351842,-2.40061836603227,-12.5342918749795,12.4551375609623,7.2064161548774,14.5319837394767,15.3355902861479,-4.72852770949852,-11.9432011163364,2.22412808751569,-4.5604393711406,1.82588505421397,9.69829259365816,-9.44181831584579,-4.38104303125391,-9.96995167379266,3.10130187604816,4.29250925897805,4.9727313897612,5.9454659233654,4.27914511714792,6.2440200567307,-30.8396678871724,-7.25400561164776,-6.0126737245952,2.07638365428951,8.13937677983708,4.44094244287711,9.71373330920121,15.0701355751247,22.9760703729905,13.1001172841909,-3.18067893222154,4.48522707525985,9.77458718825773,1.31285389616005,-4.88617060036546,-1.10823634048217,-1.21686692018876,1.90309893875987,0.59210341042614,4.97811464284356,11.3229783239845,4.70112632859696,15.3295764543393,10.5114227114097,-17.7926797948524,-32.9205261233042,-98.9161708065744,-4.41421352074421,-0.529739332297052,-3.08240857706022,-11.088494218704,-20.9638396785399,-27.5242550520404,7.00846306664774,1.62573836964242,9.12221967102046,8.55175600895933,-6.0383308444617,6.72060388906214,2.8171886318904,-15.8472633252977
"DNK",356.074837592045,0.231481023350549,8.59912493322367,22.953795842745,37.3168799204022,38.3358970395325,0.566551579303007,-1.60055133709413,5.67765764398679,-6.1498380063625,-12.526712164861,-12.10122335078,-5.74777130018536,-2.60749734530764,-25.7798917573347,9.98908501384172,-12.0475019320958,-14.0868194823086,-17.3496706468527,-36.7825502915209,3.11859943943275,0.341660830241695,-15.8801939138187,-27.7450752849983,-21.4884061613608,26.6497696696529,7.07246448445787,5.91036597110014,2.5106070465914,-9.69747434542056,-6.49732915331019,-2.67590673715155,2.14617781186095,-1.55084769158198,7.66904446379093,1.36435774846426,9.52897274740631,19.5641656513844,20.6993869230854,-4.7802252519604,-13.4904354124564,-24.6840689983771,-10.1839390588007,-19.9296096595309,-13.7578761445571,6.94359582202178,11.5511433709514,9.1809636261089,16.3160644191105,-1.43335430890732,11.6578866793532,19.0557259948186,-38.0467501809729,-92.962776093223,3.31682375167098,23.1021690790887,-8.53268812655035,-1.01062461551914,-2.83863686899908,5.96072204494721,-1.63929685639166,9.81246618891915,10.1027755810584,-0.359559390795428,-0.798900962265012,-4.4242405431028,0.595368123329916,2.73823106871273,-7.72391187990551,-2.45914772986777,8.34751522946422,7.95903408240987,2.26554845795763,5.80154216632497,13.9019539448033,-7.6367007877134,-0.785432253851285,1.3511515616868,1.66840344423956,-7.03749966121018,-8.94377294329254,-1.75413094290145,3.50464112616449,3.99707677495031,-1.15892468948852,-11.976707669093,-13.9282296675412,12.2644556061074,1.88133783651023,0.0346510126087248,2.07502958393821,10.3053119301133,-6.18793318842084,7.43335995720521,4.61691782218695,6.42410390896349,3.29968500919953,5.95078366308955,-1.83854929426677,-3.35021869410958,3.81701535349307,17.1658461203352,-1.81262851087443,4.32212658504672,-11.4954515349999,1.05435192441646,7.18691239339169,9.19831692164497,5.90862597777538,12.5468200915501,15.516397205209,-39.2605561902478,16.5091699865846,10.5258348901293,2.62552881641928,-6.40982997053031,-8.75126702140515,-11.0055819985467,7.73659509635338,33.5298543255785,26.4133916786144,3.71535084540154,7.25398779505093,6.18445108081426,-5.00598010976958,-11.2604815203593,-8.12631195623952,-6.69704234727315,-10.5117873764347,1.93698101000869,8.63875166690526,4.10017698677735,7.29354368767688,12.8968175672365,6.63870923554902,-0.825474043346291,-11.7084919415083,-10.0162899021275,-2.20926910551899,-4.89915390084423,-3.41245191400896,-3.36899836236593,-9.45370335574221,-9.36186253603108,2.67914094731166,5.21894188150274,12.3415083997751,10.3468150036442,-6.09136629408914,-0.0633834542401777,-2.43112878197019,4.54068311287766
"ESP",374.413175249437,-2.91550329080346,13.4206888500306,26.1542238514976,39.0874572619829,32.3373406811762,-1.41186559549414,-0.986024656786483,-0.655368608546167,-8.15850429728699,-4.09032032345029,-20.8711218943788,-4.08429187916885,-3.89104445112429,-2.26947593890532,-7.59516839105346,-8.75869521072987,-13.4009385996292,-14.7191950628161,-7.30126990313654,1.26625534869651,-0.689225170924082,4.49178042673415,-1.39775448403765,-11.9524118640563,0.597723305906533,8.24339989307237,4.13658094021702,-1.17616581077451,-6.13021353586345,-1.39739509752185,7.08505192322856,10.411818177499,12.3802885119387,11.1444941295626,5.68025362040829,15.7293025840475,22.2984760950019,3.38902245305109,-7.71767737168922,-10.0764990591856,-12.0725111244498,-8.45134661985587,-15.7381038728356,-12.1363079555907,2.47772898399626,9.20550362806644,11.6301171632204,14.8570683204227,5.87793074058481,12.2834024065866,15.3843782145339,-51.5697148667346,-67.3328506377878,0.529067313763799,11.5108877568183,1.1210462979112,0.408746230988155,0.334882764247149,6.45248836806867,1.43084767478377,7.57482409915333,12.4766161443941,1.2706141491864,-1.68622124592149,-8.89328670445902,-10.9990811248413,-6.78067805859632,-5.93740070929912,3.53020166185503,4.00680298903911,7.147378372664,-1.29296672141968,4.66884926429115,8.87922862008916,3.84699288587981,8.24286537605113,7.86733229812037,-4.82783494673575,-7.39002312088162,-10.340406549987,-5.51168547906827,-6.36327053220682,-1.94969956179016,-2.0323094525911,-12.6010949584563,-29.764360571643,-31.7369649985622,-4.96532634249266,-2.70097182916549,2.01367874090058,5.85691523672868,0.109252153255644,10.0045978044061,16.7712082194273,19.9374067979755,0.257914603114068,-6.75329476374393,-0.322178492355213,-2.63682896706392,5.75813593487988,8.29957033255258,1.23476090816439,-5.33000624682815,-6.52492751093636,5.97123820621985,8.34765216220536,12.7833641868862,0.713063113234315,9.35627871978658,12.2140647752053,-11.1244123792318,3.96495081509614,0.761266490153754,-0.814032941523827,-3.10775288861101,-0.0448566507063815,6.69592346046601,3.17707363720318,15.4005865407951,11.5103237223616,-3.24763287882994,2.44759921393482,7.91742829628957,-0.937095853045357,-0.718742542776106,0.522211463215584,-0.924680062518112,3.59035813061227,0.646211060203556,8.99828564322771,11.22271604265,4.00443478036659,6.97969296902725,4.2177281943339,-2.06141024513468,-11.7982794139101,-3.92638068874891,1.42874338335132,2.18720046661451,-7.48961665479377,-4.41282916233528,-10.3572473491606,-17.5668285208679,2.16832405724267,6.26786708302609,15.5357374885402,11.9669648697858,-0.534718649539819,1.21382284768244,3.97147121036132,2.21181812594126
"EST",451.607069721312,2.4409753524423,6.57173493349378,31.9346409030817,31.3185046708032,41.7405060615258,-6.69273968335928,-8.19373058984995,1.04961959781527,-8.72459579768676,-11.7318604679027,-17.4583731586026,2.50080951938665,-9.50495583091643,30.9168682254894,0,-7.25458590649413,-8.79150292640815,-15.7322573445386,-4.74801217150344,-6.84704235087811,-18.0697606247171,-84.4954026827154,0,-22.6300976430325,-5.69333304198153,-3.75972889277792,-3.80692950648657,-8.1910257049663,1.65330882913134,-1.55279392914507,-1.39543394557761,7.22911327472373,10.6718396536241,10.3259242716868,-2.94483931649098,12.0742486239128,19.8140307549361,18.527991482548,-9.33624020020726,-24.8998927929416,2.26880853874148,-15.3954932876138,-23.916612901984,-29.4627853067723,-11.7221686636758,-0.745022372615085,4.20506523507654,0.90306770060999,7.30298174118797,12.9097516410326,18.6229097673192,-54.1052367243824,-69.3169419625324,-1.95265986180275,-4.22139761509515,-8.34337601683757,-7.05353593950087,-1.78948061431557,-1.21002860214426,-9.51798656367803,2.41857977294069,8.43140040074763,4.95816110167434,2.451344291682,-11.6604376672582,3.02312608670409,0.822221508523091,-2.26154772166416,2.55506414162879,2.21477018269014,11.5595304807557,1.31808917757851,1.02709889741869,6.05189584760452,10.6948450974059,10.4810305663381,9.87192617823254,-5.14230345741739,-8.35023533149283,-18.0654798971554,-13.0594548469832,-6.67635273275749,-6.21589218016692,0.0432409761290794,-14.416660095308,15.3846096030996,2.77849247102507,-14.8003340706402,-7.99160444322033,-11.3775790644693,6.93439015353392,3.00935723545187,12.179611822201,9.20651512178322,2.8067053102896,-5.03466727696203,-6.95129736594879,6.69522154084068,5.98985312183927,14.2547226582135,27.7840916051401,-1.43457111583258,-7.67287341669018,-8.31803929844174,-9.96311041638794,1.51823290904344,6.33700876725892,0.307591512234857,10.7137540529647,14.3510421437239,-47.7094058061289,0.890115353469101,-5.12226128106135,-19.3326104644991,-12.2676101025876,-10.8018876263777,0.774941395586609,25.3096911264479,38.6306680215109,27.1485583518516,-2.86573304423033,7.81004831943827,8.96291709648571,-8.80294165371029,-11.3303170584071,-6.61742450886561,-5.93515494852905,-11.9645090311511,4.96127789769265,10.2477703463497,18.0258651319506,-6.74137699914621,11.7788413691211,6.70990515192525,-1.03661989425657,-7.88205920413343,-15.2104176352328,4.18393267553725,1.72555145238051,-0.89174776799818,0.584167474195706,-8.23053740302804,-11.5213801529529,3.81053429071848,7.1460105514631,4.39283314162498,-0.0819910188574128,-6.63477086801239,-3.25912577341247,6.37864480807611,-8.32246246872116
"FIN",362.666605216416,3.25124703708812,18.0365820482746,33.6472125631586,47.484334857061,56.0205548951086,-3.51592839074107,-2.13846412249512,-0.0281702853237161,-7.93671592583913,-10.4931458873356,-25.2942502183173,1.09819761368619,-7.00156901313053,6.77075757609141,-6.7505285204612,-7.86971059900128,-9.73289295881168,-17.5409429302963,8.14620901739294,4.16280816670579,3.12901551012887,14.1412019022728,-0.939993300405707,-18.3644469806166,-22.8643847191914,5.47004827946536,7.23115661396986,11.1291019858287,-6.11606162281157,3.41115165882452,2.65170456367989,6.46011094279922,10.1759660750278,20.1283656535297,-1.7965012267922,14.4278032963791,30.9650210652942,-20.4581578405999,-6.31374879721556,-13.1190596982492,-20.5148375333674,-3.60793557347594,-16.5413053662483,-11.8314006344593,0.0047955036084974,-4.07061626275837,2.7266779072363,8.91945000008573,1.87475945805419,1.35956311860744,12.773884979208,-43.0700350785345,2.19879932074574,10.3359788150766,14.0430084823644,-0.523319260667151,6.89516156792117,4.82351666407865,5.45451300098944,-7.48779781531791,2.27772656702046,5.80525742134817,2.75429587440808,2.7549389579937,0.356682455530765,5.35205237088634,3.08620043271275,-0.413665234791737,-3.27081253132902,-1.46108792076133,6.66978871209625,4.3311287888308,6.51699853403411,14.1285493312144,7.03461340857577,7.67971097425476,3.76454690494595,0.624983438711771,-5.71124096020703,-13.9131290666997,-0.859986889116671,-0.952695251354173,-7.80594386616987,-7.55332280566277,-23.3455612096911,-51.9098484820653,-73.3635712203506,0.270527684391594,3.93228817235899,3.35372007171287,13.7984079230028,-2.36439649111529,4.26648053174544,9.71375373345481,11.1505019763623,1.45266082784594,-7.58818865103049,-8.78346596907166,-0.98704472085704,9.7052479830394,10.3326877789731,-6.08279020926306,-8.20358254599093,-13.3083731225677,7.07295379356202,10.4352074604908,12.7959238793502,-3.48062876953755,3.41799435971217,13.5688780463148,-29.6978448633287,-3.98022966485988,-0.508563091130962,-0.630993501698677,-1.33183246523122,-4.89108958623645,1.19559175754828,8.84870978947619,32.8409065331019,29.7133459225146,-5.16073564623316,5.03714439248993,12.7507801758029,-10.0148996954,-18.2006973823088,-0.910195416105834,4.31204591034813,-3.00980471313573,-3.04160954135984,10.625812954393,11.2858810036988,-1.31816931997637,8.08213754938743,1.42946589619468,-6.4891666316705,-13.6843487142225,-18.5657786992288,-2.38281896812995,-6.30692085312373,-10.0275533123919,-4.6235140504137,-8.26667547031409,-9.98326109956064,4.22623719113095,10.2441676295709,15.86150234076,9.55260995023709,6.28835675059454,4.15230571233081,-6.06028145978828,-0.9119817981759
"FRA",388.473897897801,20.6466761995502,30.3394383530486,38.7143535741308,66.1842976625732,56.0976357710133,-2.5416154364626,-3.4046075171389,4.75893514621555,-9.18016712241389,-23.412570277344,-11.8212353274459,-5.96330811854494,-6.25265905717393,-7.96368416405124,-35.9989300433052,-11.0689556106668,-19.0319048424643,-24.6051923218683,-3.51462991429524,-8.40557603898701,-2.13681491503759,-7.63457969333833,34.1036566117936,12.8298226332363,9.2037512589088,5.90860311819949,15.4282419989126,9.58925331060528,-3.49158483133029,1.56109006182113,13.7697300800995,3.32778550211101,10.4966005773761,14.1711383219611,4.49339883095757,14.9766963044005,30.9778408379256,-14.2608672825953,-7.5529020417128,-16.0579236662512,0.730031484974501,-9.44180355193963,-17.6665057918873,-18.5954805513858,1.10089005871652,-2.31978086352113,1.36355169466375,-2.25620623721456,5.04122218302533,7.98581511089459,12.786851867092,-71.4562622347437,-56.8590177877827,-13.3862069574174,5.18147398573435,-2.5253926463981,-0.963674629655073,0.631690093621074,7.83718306636151,-3.98320094671026,5.20927043449899,8.08737944793182,2.51837256960824,1.08072202200888,0.70702784126676,10.7539008840803,7.86718847788665,1.48998069607209,2.93237618397273,4.44141997769302,-2.09621920648451,1.44625332384676,5.13073261451768,3.09340678039879,10.0086432893998,8.74172210698066,6.25090532868094,1.15861434972943,-15.4630460620505,-7.1893362731912,-8.64538733718348,-24.1714376244425,-2.77344370163466,4.00645686507607,3.55303612265947,-13.1425102158523,-1.83908440534722,-2.07084902901814,5.26805889710955,5.16647613639643,13.3100160574388,-5.06860152564743,9.68090110585862,2.50717029783434,7.5592392001767,-5.93897171426122,-19.6017540296525,-6.3022756215217,7.87437173446519,14.8828836277492,21.7361389362913,-6.93317407156198,0.304223856802167,-13.4665606309457,21.4416665687564,8.41488101633858,16.1557491718015,1.99131695167662,6.83460853850128,8.74865249084977,-14.2854868872731,6.39034128363862,-10.8756690154407,4.3989387819798,-0.412806320746524,-8.25652383129356,-2.9549403789242,-2.53044243021574,0.270596362229372,0.244175619029249,12.6195933193041,13.0864325955813,17.3345922632755,6.47293255577775,-6.51936498476231,4.83116124453075,5.61763043775358,1.74412078341077,-4.03070489317799,5.49273179305612,6.20600653684708,6.71302382477861,13.3468306013169,14.3191558214323,-10.3206974018199,-15.0838552653619,-27.0270197193433,-8.22458432787156,-2.82436733326732,-23.9131394716263,-2.9662999033372,-12.584583705561,-12.3500252151356,3.87861851369205,8.27025541260205,14.3510724302948,7.65986761170642,-0.614537542308687,12.0262586291551,12.0031162913804,-8.32655035790103
